,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,Sum
6580,78461336-26e2-4d0c-ab9a-fefbe419a8dd,,13-08-2020 06:32,,,,,,,
6581,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,03-02-2021 02:21,#N/A,dogs,#N/A,#N/A,,,
6582,78461336-26e2-4d0c-ab9a-fefbe419a8dd,indifferent,03-09-2020 09:07,#N/A,dogs,#N/A,#N/A,,,
6583,78461336-26e2-4d0c-ab9a-fefbe419a8dd,like,02-07-2020 16:01,#N/A,dogs,#N/A,#N/A,,,
6584,78461336-26e2-4d0c-ab9a-fefbe419a8dd,want,23-01-2021 15:01,#N/A,dogs,#N/A,#N/A,,,
6585,78461336-26e2-4d0c-ab9a-fefbe419a8dd,cherish,08-11-2020 10:41,#N/A,dogs,#N/A,#N/A,,,
6586,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,27-07-2020 05:42,#N/A,dogs,#N/A,#N/A,,,
6587,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,02-06-2021 22:21,#N/A,dogs,#N/A,#N/A,,,
6588,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,16-02-2021 02:05,#N/A,dogs,#N/A,#N/A,,,
6589,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,22-01-2021 19:50,#N/A,dogs,#N/A,#N/A,,,
6590,78461336-26e2-4d0c-ab9a-fefbe419a8dd,like,17-05-2021 20:55,#N/A,dogs,#N/A,#N/A,,,
6591,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,21-01-2021 00:52,#N/A,dogs,#N/A,#N/A,,,
6592,78461336-26e2-4d0c-ab9a-fefbe419a8dd,worried,29-06-2020 08:01,#N/A,dogs,#N/A,#N/A,,,
6593,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,25-02-2021 03:14,#N/A,dogs,#N/A,#N/A,,,
6594,78461336-26e2-4d0c-ab9a-fefbe419a8dd,heart,28-05-2021 08:51,#N/A,dogs,#N/A,#N/A,,,
6595,78461336-26e2-4d0c-ab9a-fefbe419a8dd,scared,26-02-2021 03:14,#N/A,dogs,#N/A,#N/A,,,
6596,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,,15-12-2020 02:40,,,,,,,
6597,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,12-10-2020 04:43,#N/A,veganism,#N/A,#N/A,,,
6598,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,18-02-2021 01:30,#N/A,veganism,#N/A,#N/A,,,
6599,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,28-03-2021 23:04,#N/A,veganism,#N/A,#N/A,,,
6600,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,26-03-2021 12:21,#N/A,veganism,#N/A,#N/A,,,
6601,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,11-09-2020 05:24,#N/A,veganism,#N/A,#N/A,,,
6602,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,27-02-2021 20:58,#N/A,veganism,#N/A,#N/A,,,
6603,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,30-03-2021 17:05,#N/A,veganism,#N/A,#N/A,,,
6604,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,28-01-2021 15:11,#N/A,veganism,#N/A,#N/A,,,
6605,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,28-04-2021 07:55,#N/A,veganism,#N/A,#N/A,,,
6606,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,15-03-2021 20:57,#N/A,veganism,#N/A,#N/A,,,
6607,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,20-06-2020 15:49,#N/A,veganism,#N/A,#N/A,,,
6608,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,06-02-2021 04:36,#N/A,veganism,#N/A,#N/A,,,
6609,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,12-09-2020 10:42,#N/A,veganism,#N/A,#N/A,,,
6610,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,11-05-2021 22:27,#N/A,veganism,#N/A,#N/A,,,
6611,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,love,11-12-2020 03:03,#N/A,veganism,#N/A,#N/A,,,
6612,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,15-01-2021 07:24,#N/A,veganism,#N/A,#N/A,,,
6613,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,09-10-2020 01:43,#N/A,veganism,#N/A,#N/A,,,
6614,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,15-03-2021 04:29,#N/A,veganism,#N/A,#N/A,,,
6615,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,17-12-2020 16:24,#N/A,veganism,#N/A,#N/A,,,
6616,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,03-11-2020 02:39,#N/A,veganism,#N/A,#N/A,,,
6617,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,22-10-2020 03:45,#N/A,veganism,#N/A,#N/A,,,
6618,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,disgust,17-03-2021 08:16,#N/A,veganism,#N/A,#N/A,,,
6619,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,02-05-2021 01:38,#N/A,veganism,#N/A,#N/A,,,
6620,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,14-10-2020 05:22,#N/A,veganism,#N/A,#N/A,,,
6621,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,24-12-2020 15:48,#N/A,veganism,#N/A,#N/A,,,
6622,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,25-06-2020 17:21,#N/A,veganism,#N/A,#N/A,,,
6623,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,31-05-2021 11:38,#N/A,veganism,#N/A,#N/A,,,
6624,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,01-09-2020 18:06,#N/A,veganism,#N/A,#N/A,,,
6625,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,22-07-2020 09:05,#N/A,veganism,#N/A,#N/A,,,
6626,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,want,30-06-2020 21:34,#N/A,veganism,#N/A,#N/A,,,
6627,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,15-12-2020 22:29,#N/A,veganism,#N/A,#N/A,,,
6628,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,17-02-2021 11:34,#N/A,veganism,#N/A,#N/A,,,
6629,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,13-04-2021 06:44,#N/A,veganism,#N/A,#N/A,,,
6630,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,11-01-2021 15:21,#N/A,veganism,#N/A,#N/A,,,
6631,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,05-10-2020 14:26,#N/A,veganism,#N/A,#N/A,,,
6632,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,01-10-2020 19:36,#N/A,veganism,#N/A,#N/A,,,
6633,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,11-05-2021 04:02,#N/A,veganism,#N/A,#N/A,,,
6634,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,25-02-2021 00:00,#N/A,veganism,#N/A,#N/A,,,
6635,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,scared,27-08-2020 09:56,#N/A,veganism,#N/A,#N/A,,,
6636,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,want,22-06-2020 16:50,#N/A,veganism,#N/A,#N/A,,,
6637,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,27-06-2020 05:59,#N/A,veganism,#N/A,#N/A,,,
6638,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,01-01-2021 03:32,#N/A,veganism,#N/A,#N/A,,,
6639,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,19-08-2020 01:21,#N/A,veganism,#N/A,#N/A,,,
6640,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,21-09-2020 08:38,#N/A,veganism,#N/A,#N/A,,,
6641,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,24-04-2021 20:14,#N/A,veganism,#N/A,#N/A,,,
6642,637f80dd-2d70-4658-ba5f-8d909b050781,,31-05-2021 15:18,,,,,,,
6643,637f80dd-2d70-4658-ba5f-8d909b050781,interested,14-07-2020 10:38,#N/A,studying,#N/A,#N/A,,,
6644,637f80dd-2d70-4658-ba5f-8d909b050781,interested,18-09-2020 11:23,#N/A,studying,#N/A,#N/A,,,
6645,cb807d6e-079e-417e-adfc-759df6eddfa2,,12-03-2021 10:53,,,,,,,
6646,cb807d6e-079e-417e-adfc-759df6eddfa2,scared,24-10-2020 02:47,#N/A,veganism,#N/A,#N/A,,,
6647,cb807d6e-079e-417e-adfc-759df6eddfa2,want,10-09-2020 15:17,#N/A,veganism,#N/A,#N/A,,,
6648,cb807d6e-079e-417e-adfc-759df6eddfa2,heart,04-03-2021 21:51,#N/A,veganism,#N/A,#N/A,,,
6649,cb807d6e-079e-417e-adfc-759df6eddfa2,want,25-12-2020 16:58,#N/A,veganism,#N/A,#N/A,,,
6650,cb807d6e-079e-417e-adfc-759df6eddfa2,indifferent,02-11-2020 06:02,#N/A,veganism,#N/A,#N/A,,,
6651,cb807d6e-079e-417e-adfc-759df6eddfa2,cherish,08-02-2021 05:22,#N/A,veganism,#N/A,#N/A,,,
6652,cb807d6e-079e-417e-adfc-759df6eddfa2,love,17-01-2021 17:53,#N/A,veganism,#N/A,#N/A,,,
6653,227a8c57-e5a0-46a8-999d-fcdea42c0905,,23-04-2021 01:56,,,,,,,
6654,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,10-02-2021 18:37,#N/A,education,#N/A,#N/A,,,
6655,227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,23-03-2021 04:24,#N/A,education,#N/A,#N/A,,,
6656,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,09-08-2020 19:02,#N/A,education,#N/A,#N/A,,,
6657,227a8c57-e5a0-46a8-999d-fcdea42c0905,scared,13-12-2020 09:56,#N/A,education,#N/A,#N/A,,,
6658,227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,22-05-2021 08:32,#N/A,education,#N/A,#N/A,,,
6659,227a8c57-e5a0-46a8-999d-fcdea42c0905,hate,01-03-2021 22:52,#N/A,education,#N/A,#N/A,,,
6660,227a8c57-e5a0-46a8-999d-fcdea42c0905,super love,05-07-2020 13:06,#N/A,education,#N/A,#N/A,,,
6661,227a8c57-e5a0-46a8-999d-fcdea42c0905,want,03-05-2021 20:01,#N/A,education,#N/A,#N/A,,,
6662,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,17-05-2021 03:44,#N/A,education,#N/A,#N/A,,,
6663,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,20-07-2020 13:48,#N/A,education,#N/A,#N/A,,,
6664,227a8c57-e5a0-46a8-999d-fcdea42c0905,like,20-07-2020 22:44,#N/A,education,#N/A,#N/A,,,
6665,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,18-09-2020 22:01,#N/A,education,#N/A,#N/A,,,
6666,227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,24-08-2020 05:43,#N/A,education,#N/A,#N/A,,,
6667,227a8c57-e5a0-46a8-999d-fcdea42c0905,love,03-01-2021 10:39,#N/A,education,#N/A,#N/A,,,
6668,227a8c57-e5a0-46a8-999d-fcdea42c0905,want,13-08-2020 23:12,#N/A,education,#N/A,#N/A,,,
6669,227a8c57-e5a0-46a8-999d-fcdea42c0905,cherish,30-10-2020 00:56,#N/A,education,#N/A,#N/A,,,
6670,227a8c57-e5a0-46a8-999d-fcdea42c0905,peeking,14-11-2020 22:10,#N/A,education,#N/A,#N/A,,,
6671,227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,27-04-2021 05:55,#N/A,education,#N/A,#N/A,,,
6672,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,23-11-2020 03:22,#N/A,education,#N/A,#N/A,,,
6673,227a8c57-e5a0-46a8-999d-fcdea42c0905,worried,10-02-2021 02:17,#N/A,education,#N/A,#N/A,,,
6674,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,,12-05-2021 18:43,,,,,,,
6675,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,cherish,22-03-2021 03:30,#N/A,public speaking,#N/A,#N/A,,,
6676,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,01-11-2020 11:56,#N/A,public speaking,#N/A,#N/A,,,
6677,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,hate,09-06-2021 11:48,#N/A,public speaking,#N/A,#N/A,,,
6678,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,09-11-2020 17:24,#N/A,public speaking,#N/A,#N/A,,,
6679,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,22-09-2020 21:53,#N/A,public speaking,#N/A,#N/A,,,
6680,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,super love,23-06-2020 07:23,#N/A,public speaking,#N/A,#N/A,,,
6681,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,24-01-2021 21:43,#N/A,public speaking,#N/A,#N/A,,,
6682,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,love,20-02-2021 04:17,#N/A,public speaking,#N/A,#N/A,,,
6683,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,27-03-2021 09:53,#N/A,public speaking,#N/A,#N/A,,,
6684,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,super love,27-02-2021 14:07,#N/A,public speaking,#N/A,#N/A,,,
6685,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,like,10-07-2020 09:55,#N/A,public speaking,#N/A,#N/A,,,
6686,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,30-11-2020 01:52,#N/A,public speaking,#N/A,#N/A,,,
6687,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,24-11-2020 21:53,#N/A,public speaking,#N/A,#N/A,,,
6688,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,15-10-2020 13:06,#N/A,public speaking,#N/A,#N/A,,,
6689,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,17-04-2021 06:16,#N/A,public speaking,#N/A,#N/A,,,
6690,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,25-06-2020 01:11,#N/A,public speaking,#N/A,#N/A,,,
6691,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,05-12-2020 14:33,#N/A,public speaking,#N/A,#N/A,,,
6692,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,29-09-2020 22:34,#N/A,public speaking,#N/A,#N/A,,,
6693,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,03-09-2020 20:33,#N/A,public speaking,#N/A,#N/A,,,
6694,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,08-05-2021 06:59,#N/A,public speaking,#N/A,#N/A,,,
6695,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,01-11-2020 08:14,#N/A,public speaking,#N/A,#N/A,,,
6696,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,26-06-2020 15:16,#N/A,public speaking,#N/A,#N/A,,,
6697,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,22-02-2021 07:32,#N/A,public speaking,#N/A,#N/A,,,
6698,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,25-08-2020 03:22,#N/A,public speaking,#N/A,#N/A,,,
6699,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,24-08-2020 10:30,#N/A,public speaking,#N/A,#N/A,,,
6700,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,23-12-2020 16:36,#N/A,public speaking,#N/A,#N/A,,,
6701,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,want,03-02-2021 22:00,#N/A,public speaking,#N/A,#N/A,,,
6702,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,26-10-2020 23:14,#N/A,public speaking,#N/A,#N/A,,,
6703,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,13-07-2020 02:51,#N/A,public speaking,#N/A,#N/A,,,
6704,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,08-11-2020 15:33,#N/A,public speaking,#N/A,#N/A,,,
6705,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,05-03-2021 12:20,#N/A,public speaking,#N/A,#N/A,,,
6706,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,love,01-06-2021 13:49,#N/A,public speaking,#N/A,#N/A,,,
6707,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,want,25-12-2020 19:42,#N/A,public speaking,#N/A,#N/A,,,
6708,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,18-06-2021 03:01,#N/A,public speaking,#N/A,#N/A,,,
6709,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,14-09-2020 05:11,#N/A,public speaking,#N/A,#N/A,,,
6710,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,03-08-2020 19:18,#N/A,public speaking,#N/A,#N/A,,,
6711,19179d57-4950-4a98-87fa-98f824551a6f,,30-04-2021 00:37,,,,,,,
6712,19179d57-4950-4a98-87fa-98f824551a6f,cherish,25-06-2020 09:34,#N/A,education,#N/A,#N/A,,,
6713,19179d57-4950-4a98-87fa-98f824551a6f,cherish,12-02-2021 19:14,#N/A,education,#N/A,#N/A,,,
6714,19179d57-4950-4a98-87fa-98f824551a6f,worried,15-08-2020 09:12,#N/A,education,#N/A,#N/A,,,
6715,19179d57-4950-4a98-87fa-98f824551a6f,intrigued,09-04-2021 15:16,#N/A,education,#N/A,#N/A,,,
6716,19179d57-4950-4a98-87fa-98f824551a6f,peeking,28-01-2021 17:31,#N/A,education,#N/A,#N/A,,,
6717,19179d57-4950-4a98-87fa-98f824551a6f,scared,06-02-2021 13:05,#N/A,education,#N/A,#N/A,,,
6718,19179d57-4950-4a98-87fa-98f824551a6f,intrigued,14-04-2021 00:16,#N/A,education,#N/A,#N/A,,,
6719,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,18-07-2020 03:00,#N/A,education,#N/A,#N/A,,,
6720,19179d57-4950-4a98-87fa-98f824551a6f,want,02-03-2021 21:51,#N/A,education,#N/A,#N/A,,,
6721,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,01-12-2020 17:42,#N/A,education,#N/A,#N/A,,,
6722,19179d57-4950-4a98-87fa-98f824551a6f,like,20-03-2021 15:42,#N/A,education,#N/A,#N/A,,,
6723,19179d57-4950-4a98-87fa-98f824551a6f,want,14-04-2021 11:08,#N/A,education,#N/A,#N/A,,,
6724,19179d57-4950-4a98-87fa-98f824551a6f,want,25-10-2020 07:20,#N/A,education,#N/A,#N/A,,,
6725,19179d57-4950-4a98-87fa-98f824551a6f,like,13-02-2021 20:42,#N/A,education,#N/A,#N/A,,,
6726,19179d57-4950-4a98-87fa-98f824551a6f,cherish,18-11-2020 16:05,#N/A,education,#N/A,#N/A,,,
6727,19179d57-4950-4a98-87fa-98f824551a6f,love,01-10-2020 02:50,#N/A,education,#N/A,#N/A,,,
6728,19179d57-4950-4a98-87fa-98f824551a6f,dislike,14-02-2021 06:24,#N/A,education,#N/A,#N/A,,,
6729,19179d57-4950-4a98-87fa-98f824551a6f,love,26-02-2021 08:15,#N/A,education,#N/A,#N/A,,,
6730,19179d57-4950-4a98-87fa-98f824551a6f,want,18-03-2021 02:19,#N/A,education,#N/A,#N/A,,,
6731,19179d57-4950-4a98-87fa-98f824551a6f,heart,06-01-2021 16:17,#N/A,education,#N/A,#N/A,,,
6732,19179d57-4950-4a98-87fa-98f824551a6f,like,05-06-2021 06:04,#N/A,education,#N/A,#N/A,,,
6733,19179d57-4950-4a98-87fa-98f824551a6f,super love,03-07-2020 19:47,#N/A,education,#N/A,#N/A,,,
6734,19179d57-4950-4a98-87fa-98f824551a6f,interested,05-01-2021 04:21,#N/A,education,#N/A,#N/A,,,
6735,19179d57-4950-4a98-87fa-98f824551a6f,scared,09-12-2020 20:01,#N/A,education,#N/A,#N/A,,,
6736,19179d57-4950-4a98-87fa-98f824551a6f,peeking,24-03-2021 05:46,#N/A,education,#N/A,#N/A,,,
6737,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,25-09-2020 08:55,#N/A,education,#N/A,#N/A,,,
6738,19179d57-4950-4a98-87fa-98f824551a6f,worried,24-03-2021 16:19,#N/A,education,#N/A,#N/A,,,
6739,19179d57-4950-4a98-87fa-98f824551a6f,like,14-06-2021 05:12,#N/A,education,#N/A,#N/A,,,
6740,19179d57-4950-4a98-87fa-98f824551a6f,super love,17-05-2021 01:43,#N/A,education,#N/A,#N/A,,,
6741,19179d57-4950-4a98-87fa-98f824551a6f,disgust,27-07-2020 17:35,#N/A,education,#N/A,#N/A,,,
6742,19179d57-4950-4a98-87fa-98f824551a6f,worried,24-06-2020 06:36,#N/A,education,#N/A,#N/A,,,
6743,19179d57-4950-4a98-87fa-98f824551a6f,cherish,27-12-2020 10:01,#N/A,education,#N/A,#N/A,,,
6744,19179d57-4950-4a98-87fa-98f824551a6f,adore,18-06-2020 15:31,#N/A,education,#N/A,#N/A,,,
6745,19179d57-4950-4a98-87fa-98f824551a6f,interested,29-05-2021 14:25,#N/A,education,#N/A,#N/A,,,
6746,19179d57-4950-4a98-87fa-98f824551a6f,hate,12-12-2020 20:01,#N/A,education,#N/A,#N/A,,,
6747,19179d57-4950-4a98-87fa-98f824551a6f,worried,12-08-2020 21:06,#N/A,education,#N/A,#N/A,,,
6748,19179d57-4950-4a98-87fa-98f824551a6f,adore,12-09-2020 17:59,#N/A,education,#N/A,#N/A,,,
6749,19179d57-4950-4a98-87fa-98f824551a6f,want,25-06-2020 01:31,#N/A,education,#N/A,#N/A,,,
6750,19179d57-4950-4a98-87fa-98f824551a6f,super love,20-12-2020 08:39,#N/A,education,#N/A,#N/A,,,
6751,19179d57-4950-4a98-87fa-98f824551a6f,want,18-04-2021 04:03,#N/A,education,#N/A,#N/A,,,
6752,19179d57-4950-4a98-87fa-98f824551a6f,hate,12-02-2021 07:57,#N/A,education,#N/A,#N/A,,,
6753,3926740f-e4f7-4229-9aad-e435149d0d2f,,18-11-2020 19:19,,,,,,,
6754,3926740f-e4f7-4229-9aad-e435149d0d2f,love,30-09-2020 10:41,#N/A,science,#N/A,#N/A,,,
6755,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,14-12-2020 22:57,#N/A,science,#N/A,#N/A,,,
6756,3926740f-e4f7-4229-9aad-e435149d0d2f,interested,20-08-2020 11:22,#N/A,science,#N/A,#N/A,,,
6757,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,20-06-2020 12:58,#N/A,science,#N/A,#N/A,,,
6758,3926740f-e4f7-4229-9aad-e435149d0d2f,want,26-04-2021 08:49,#N/A,science,#N/A,#N/A,,,
6759,3926740f-e4f7-4229-9aad-e435149d0d2f,adore,28-07-2020 11:30,#N/A,science,#N/A,#N/A,,,
6760,3926740f-e4f7-4229-9aad-e435149d0d2f,worried,26-11-2020 20:05,#N/A,science,#N/A,#N/A,,,
6761,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,08-06-2021 10:26,#N/A,science,#N/A,#N/A,,,
6762,3926740f-e4f7-4229-9aad-e435149d0d2f,like,06-06-2021 20:27,#N/A,science,#N/A,#N/A,,,
6763,3926740f-e4f7-4229-9aad-e435149d0d2f,indifferent,15-01-2021 20:06,#N/A,science,#N/A,#N/A,,,
6764,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,06-03-2021 21:35,#N/A,science,#N/A,#N/A,,,
6765,3926740f-e4f7-4229-9aad-e435149d0d2f,indifferent,05-11-2020 08:58,#N/A,science,#N/A,#N/A,,,
6766,3926740f-e4f7-4229-9aad-e435149d0d2f,like,08-12-2020 01:56,#N/A,science,#N/A,#N/A,,,
6767,590873fc-e921-4396-a173-a43451675afc,,13-11-2020 11:35,,,,,,,
6768,590873fc-e921-4396-a173-a43451675afc,interested,01-11-2020 19:08,#N/A,studying,#N/A,#N/A,,,
6769,590873fc-e921-4396-a173-a43451675afc,dislike,06-06-2021 12:50,#N/A,studying,#N/A,#N/A,,,
6770,590873fc-e921-4396-a173-a43451675afc,love,02-11-2020 03:38,#N/A,studying,#N/A,#N/A,,,
6771,590873fc-e921-4396-a173-a43451675afc,scared,27-08-2020 07:49,#N/A,studying,#N/A,#N/A,,,
6772,590873fc-e921-4396-a173-a43451675afc,scared,20-08-2020 07:15,#N/A,studying,#N/A,#N/A,,,
6773,590873fc-e921-4396-a173-a43451675afc,interested,26-01-2021 10:01,#N/A,studying,#N/A,#N/A,,,
6774,590873fc-e921-4396-a173-a43451675afc,indifferent,05-03-2021 22:57,#N/A,studying,#N/A,#N/A,,,
6775,590873fc-e921-4396-a173-a43451675afc,scared,29-09-2020 14:41,#N/A,studying,#N/A,#N/A,,,
6776,590873fc-e921-4396-a173-a43451675afc,hate,24-09-2020 01:35,#N/A,studying,#N/A,#N/A,,,
6777,590873fc-e921-4396-a173-a43451675afc,dislike,20-01-2021 13:36,#N/A,studying,#N/A,#N/A,,,
6778,590873fc-e921-4396-a173-a43451675afc,hate,21-11-2020 16:21,#N/A,studying,#N/A,#N/A,,,
6779,590873fc-e921-4396-a173-a43451675afc,super love,11-04-2021 23:24,#N/A,studying,#N/A,#N/A,,,
6780,590873fc-e921-4396-a173-a43451675afc,dislike,15-04-2021 18:17,#N/A,studying,#N/A,#N/A,,,
6781,590873fc-e921-4396-a173-a43451675afc,super love,28-02-2021 16:16,#N/A,studying,#N/A,#N/A,,,
6782,590873fc-e921-4396-a173-a43451675afc,want,19-10-2020 03:55,#N/A,studying,#N/A,#N/A,,,
6783,590873fc-e921-4396-a173-a43451675afc,disgust,05-11-2020 23:29,#N/A,studying,#N/A,#N/A,,,
6784,590873fc-e921-4396-a173-a43451675afc,worried,08-04-2021 18:16,#N/A,studying,#N/A,#N/A,,,
6785,590873fc-e921-4396-a173-a43451675afc,dislike,23-05-2021 16:37,#N/A,studying,#N/A,#N/A,,,
6786,590873fc-e921-4396-a173-a43451675afc,interested,26-03-2021 07:38,#N/A,studying,#N/A,#N/A,,,
6787,590873fc-e921-4396-a173-a43451675afc,intrigued,10-04-2021 14:24,#N/A,studying,#N/A,#N/A,,,
6788,590873fc-e921-4396-a173-a43451675afc,indifferent,02-12-2020 09:31,#N/A,studying,#N/A,#N/A,,,
6789,590873fc-e921-4396-a173-a43451675afc,cherish,30-12-2020 18:45,#N/A,studying,#N/A,#N/A,,,
6790,590873fc-e921-4396-a173-a43451675afc,scared,16-06-2021 15:26,#N/A,studying,#N/A,#N/A,,,
6791,590873fc-e921-4396-a173-a43451675afc,disgust,30-10-2020 09:23,#N/A,studying,#N/A,#N/A,,,
6792,590873fc-e921-4396-a173-a43451675afc,peeking,08-11-2020 07:52,#N/A,studying,#N/A,#N/A,,,
6793,590873fc-e921-4396-a173-a43451675afc,indifferent,25-02-2021 01:12,#N/A,studying,#N/A,#N/A,,,
6794,590873fc-e921-4396-a173-a43451675afc,heart,19-07-2020 09:16,#N/A,studying,#N/A,#N/A,,,
